distance,duration,n_ha,n_ha_l,n_ha_m,n_ha_h,n_hb,n_hb_l,n_hb_m,n_hb_h,n_hc,n_hc_l,n_hc_m,n_hc_h,fcw_time,hmw_time,ldw_time,pcw_time,n_pedestrian_dz,n_tsr_level,n_tsr_level_0,n_tsr_level_1,n_tsr_level_2,n_tsr_level_3,n_tsr_level_4,n_tsr_level_5,n_tsr_level_6,n_tsr_level_7,n_brakes,speed,n_fcw,n_hmw,n_ldw,n_ldw_left,n_ldw_right,n_pcw,n_fatigue_0,n_fatigue_1,n_fatigue_2,n_fatigue_3,n_headway__1,n_headway_0,n_headway_1,n_headway_2,n_headway_3,n_overtaking_0,n_overtaking_1,n_overtaking_2,n_overtaking_3,n_speeding_0,n_speeding_1,n_speeding_2,n_speeding_3,target
4.63226,672,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,5.0,7.0,0.0,1.011635,1.011635,0.0,0.0,1.0,11.0,8.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,35.245303867403315,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,7.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,5.0,2.0,0.0,0
8.24146,1406,10.0,3.0,7.0,0.0,7.0,0.0,7.0,0.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,40.0,14.0,23.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,33.41891083183722,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,22.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,5.0,6.0,5.0,4.0,0
8.06416,1054,4.0,0.0,4.0,0.0,6.0,0.0,6.0,0.0,13.0,4.0,9.0,0.0,1.333226,1.333226,0.327514,0.0,2.0,55.0,9.0,21.0,18.0,6.0,5.0,3.0,2.0,0.0,0.0,41.264384559359065,2.0,2.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,8.0,9.0,6.0,0
15.2905,1773,21.0,4.0,17.0,0.0,9.0,0.0,9.0,0.0,7.0,3.0,4.0,0.0,0.105477,0.105477,0.094943,0.0,2.0,40.0,11.0,14.0,14.0,11.0,1.0,0.0,0.0,0.0,0.0,40.11502423263328,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,33.0,28.0,12.0,0.0,1.0,0.0,0.0,0.0,6.0,11.0,6.0,1.0,0
4.28249,601,4.0,1.0,3.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.394335,0.0,1.0,20.0,3.0,9.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,38.86838340486409,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,7.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,4.0,4.0,4.0,0
2.09871,659,4.0,1.0,3.0,0.0,4.0,0.0,4.0,0.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,30.04983922829582,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,1
2.08931,461,3.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,6.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,32.20741989881956,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,5.0,4.0,2.0,1
27.1863,2048,29.0,11.0,17.0,1.0,18.0,2.0,16.0,0.0,9.0,4.0,5.0,0.0,0.121922,0.121922,0.0,0.0,2.0,53.0,21.0,26.0,15.0,8.0,2.0,0.0,0.0,2.0,0.0,51.126522495650015,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,36.0,39.0,16.0,0.0,3.0,2.0,0.0,0.0,6.0,12.0,8.0,6.0,0
7.1923,1015,9.0,3.0,6.0,0.0,5.0,0.0,5.0,0.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,39.71926910299003,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,17.0,14.0,5.0,0.0,1.0,0.0,0.0,0.0,3.0,4.0,0.0,1.0,0
33.9118,2302,27.0,7.0,17.0,3.0,9.0,0.0,9.0,0.0,14.0,6.0,7.0,1.0,0.0,0.0,0.20437,0.0,18.0,96.0,18.0,41.0,34.0,12.0,6.0,1.0,0.0,2.0,0.0,62.06836734693878,0.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,42.0,47.0,38.0,10.0,1.0,3.0,2.0,0.0,0.0,12.0,24.0,19.0,14.0,0
14.0384,1466,28.0,10.0,15.0,3.0,9.0,1.0,8.0,0.0,25.0,15.0,10.0,0.0,0.100366,0.100366,0.0,0.0,8.0,71.0,15.0,28.0,18.0,6.0,3.0,9.0,6.0,1.0,0.0,39.35131029244208,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,22.0,30.0,18.0,3.0,0.0,1.0,0.0,0.0,0.0,9.0,16.0,6.0,7.0,0
14.0383,1357,16.0,4.0,10.0,2.0,6.0,0.0,6.0,0.0,28.0,15.0,13.0,0.0,0.0,0.0,0.310032,0.0,3.0,101.0,16.0,48.0,38.0,4.0,3.0,3.0,3.0,2.0,0.0,44.55,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,29.0,18.0,2.0,0.0,2.0,1.0,0.0,0.0,7.0,18.0,11.0,4.0,0
1.40693,425,3.0,1.0,2.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.879781420765028,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,9.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
3.19817,697,10.0,4.0,5.0,1.0,5.0,0.0,5.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,3.0,4.0,11.0,9.0,1.0,0.0,0.0,0.0,0.0,38.24550898203593,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,5.0,4.0,2.0,1
3.53489,513,8.0,2.0,6.0,0.0,4.0,0.0,4.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.105739,0.0,3.0,6.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,40.67008797653959,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,8.0,8.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0
1.06856,480,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,3.0,6.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,25.127604166666668,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1
1.07258,376,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.16971279373368,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
1.10289,355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,4.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,26.17297297297297,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,8.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,2.0,1.0,1
18.7422,2789,21.0,5.0,16.0,0.0,8.0,0.0,8.0,0.0,27.0,16.0,11.0,0.0,0.0,0.0,0.485415,0.0,5.0,46.0,13.0,26.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,39.0091716824305,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,24.0,36.0,31.0,5.0,0.0,2.0,0.0,0.0,0.0,13.0,16.0,6.0,5.0,0
4.43832,649,2.0,0.0,2.0,0.0,3.0,0.0,3.0,0.0,7.0,1.0,6.0,0.0,0.0,0.0,0.108042,0.0,1.0,23.0,4.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,34.54697986577181,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,14.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,5.0,3.0,0.0,0
11.0987,1122,7.0,2.0,5.0,0.0,9.0,0.0,9.0,0.0,10.0,6.0,3.0,1.0,0.0,0.0,0.410678,0.0,3.0,63.0,10.0,27.0,22.0,3.0,0.0,1.0,5.0,5.0,0.0,40.84499054820416,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,8.0,7.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,10.0,11.0,5.0,0
3.40947,514,7.0,3.0,4.0,0.0,4.0,0.0,4.0,0.0,10.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,35.85639686684073,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,7.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0
34.4198,1765,11.0,4.0,6.0,1.0,7.0,0.0,7.0,0.0,18.0,8.0,10.0,0.0,0.0,2.279791,2.619168,0.0,2.0,35.0,7.0,3.0,4.0,6.0,5.0,8.0,7.0,2.0,0.0,79.9172856178258,0.0,3.0,4.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,34.0,17.0,31.0,18.0,3.0,1.0,0.0,0.0,0.0,11.0,10.0,2.0,4.0,0
34.7093,1759,3.0,1.0,2.0,0.0,5.0,1.0,4.0,0.0,8.0,1.0,7.0,0.0,0.0,1.4444,0.0,0.0,0.0,18.0,7.0,7.0,3.0,2.0,2.0,2.0,1.0,1.0,0.0,80.32196310476853,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,31.0,29.0,23.0,7.0,1.0,1.0,0.0,0.0,0.0,10.0,13.0,4.0,3.0,0
94.2097,7328,111.0,43.0,59.0,9.0,44.0,4.0,40.0,0.0,52.0,23.0,27.0,2.0,2.07688,32.332902,0.217468,0.098331,18.0,337.0,88.0,139.0,96.0,51.0,26.0,13.0,7.0,5.0,0.0,51.076538269134566,6.0,15.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,130.0,123.0,117.0,81.0,9.0,6.0,5.0,0.0,0.0,27.0,58.0,45.0,29.0,0
79.982,4970,76.0,25.0,48.0,3.0,26.0,0.0,26.0,0.0,26.0,13.0,13.0,0.0,0.090413,38.792153,0.271621,0.0,3.0,326.0,54.0,109.0,93.0,34.0,41.0,30.0,10.0,9.0,0.0,60.792111257642965,1.0,11.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,53.0,42.0,44.0,35.0,12.0,3.0,2.0,0.0,0.0,23.0,48.0,34.0,23.0,0
1.77866,451,3.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,6.0,7.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,26.942857142857143,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,4.0,2.0,2.0,1
2.08241,507,5.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,6.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.17790530846485,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,4.0,1.0,0.0,1
1.81131,360,3.0,1.0,2.0,0.0,3.0,0.0,3.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.134199134199136,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
4.05779,550,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0,4.0,3.0,0.0,0.0,0.0,0.096346,0.0,0.0,37.0,6.0,13.0,16.0,7.0,0.0,0.0,1.0,0.0,0.0,39.26536312849162,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,9.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,5.0,4.0,5.0,0
2.76501,571,4.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
20.1757,1206,11.0,5.0,5.0,1.0,8.0,0.0,8.0,0.0,24.0,13.0,10.0,1.0,0.0,3.339101,0.405432,0.0,1.0,40.0,9.0,5.0,4.0,5.0,4.0,6.0,9.0,7.0,0.0,73.72789738891434,0.0,4.0,4.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,33.0,16.0,23.0,10.0,4.0,2.0,1.0,0.0,0.0,9.0,8.0,1.0,5.0,0
14.604,964,8.0,2.0,6.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.393887,8.308933,0.980331,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.30038022813689,1.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,24.0,15.0,13.0,5.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0
9.95859,1529,21.0,6.0,15.0,0.0,5.0,0.0,5.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,24.0,13.0,15.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,39.652123327516,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,24.0,29.0,13.0,2.0,0.0,1.0,0.0,0.0,0.0,6.0,11.0,6.0,2.0,0
2.02202,402,6.0,1.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,6.0,10.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,37.0126582278481,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,4.0,2.0,2.0,1
2.4742,452,7.0,2.0,4.0,1.0,3.0,0.0,3.0,0.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,9.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.23607038123167,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,7.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1
1.56167,441,3.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.109843,0.109843,0.0,0.0,0.0,32.0,6.0,9.0,11.0,7.0,3.0,2.0,0.0,0.0,0.0,25.34018691588785,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,11.0,7.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,3.0,4.0,1
1.63153,373,4.0,1.0,3.0,0.0,3.0,0.0,3.0,0.0,10.0,7.0,3.0,0.0,0.0,0.0,0.103249,0.0,2.0,13.0,4.0,5.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,31.11531841652324,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,6.0,3.0,2.0,1
1.57741,481,8.0,3.0,4.0,1.0,2.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,22.91604197901049,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,8.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,4.0,2.0,2.0,1
1.54505,505,4.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,0.586668,0.586668,0.0,0.0,1.0,8.0,5.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,22.87477313974592,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,1
14.8351,1692,14.0,3.0,11.0,0.0,11.0,2.0,9.0,0.0,18.0,9.0,9.0,0.0,0.097178,0.097178,0.557388,0.0,10.0,42.0,26.0,30.0,8.0,1.0,3.0,0.0,0.0,0.0,0.0,36.71386754482254,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,27.0,26.0,27.0,13.0,0.0,1.0,0.0,0.0,0.0,7.0,13.0,5.0,4.0,0
8.99278,1254,13.0,4.0,9.0,0.0,3.0,0.0,3.0,0.0,7.0,2.0,5.0,0.0,0.0,0.0,0.230286,0.0,1.0,60.0,7.0,25.0,27.0,8.0,0.0,0.0,0.0,0.0,0.0,38.80922190201729,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,20.0,20.0,15.0,4.0,0.0,1.0,0.0,0.0,0.0,4.0,7.0,5.0,4.0,0
1.41651,479,6.0,2.0,4.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,1.249505,1.249505,0.0,0.0,0.0,11.0,3.0,5.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,24.40407470288625,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,2.0,3.0,1
3.21744,669,2.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,5.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,29.90983606557377,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,8.0,6.0,1.0,0.0,3.0,2.0,0.0,0.0,4.0,5.0,3.0,3.0,0
4.6058,613,5.0,1.0,4.0,0.0,5.0,0.0,5.0,0.0,6.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,7.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,34.21182795698925,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,4.0,2.0,2.0,0
4.60491,623,6.0,3.0,3.0,0.0,2.0,0.0,2.0,0.0,5.0,2.0,3.0,0.0,0.977176,0.977176,0.0,0.0,2.0,11.0,6.0,7.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,32.11069182389937,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,4.0,3.0,2.0,0
3.76443,683,20.0,9.0,11.0,0.0,7.0,1.0,6.0,0.0,17.0,8.0,9.0,0.0,0.769088,0.769088,0.0,0.0,1.0,33.0,6.0,10.0,13.0,9.0,1.0,0.0,0.0,0.0,0.0,36.41692307692308,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,7.0,7.0,5.0,0
3.25903,547,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,6.0,4.0,2.0,0.0,0.0,0.0,0.103605,0.0,2.0,28.0,5.0,12.0,11.0,4.0,0.0,1.0,0.0,0.0,0.0,31.582743988684584,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,7.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,4.0,8.0,5.0,2.0,0
8.22639,1535,15.0,5.0,10.0,0.0,3.0,0.0,3.0,0.0,7.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,48.0,13.0,16.0,10.0,5.0,3.0,6.0,6.0,2.0,0.0,29.627930682976555,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,18.0,6.0,1.0,0.0,2.0,1.0,0.0,0.0,7.0,13.0,8.0,6.0,0
5.08258,1051,2.0,0.0,2.0,0.0,6.0,0.0,6.0,0.0,5.0,1.0,4.0,0.0,0.882068,0.882068,0.0,0.0,2.0,14.0,4.0,7.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,31.30314232902033,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,18.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,6.0,1.0,1.0,0
5.71635,853,2.0,1.0,1.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,8.0,7.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,32.6113105924596,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,4.0,5.0,3.0,2.0,0
3.37987,714,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.86836935166994,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
2.77804,608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,1.981863,1.981863,0.0,0.0,0.0,4.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27.092493297587133,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,7.0,3.0,1.0,0
2.12905,694,10.0,3.0,5.0,2.0,5.0,1.0,4.0,0.0,7.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.277708592777085,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1
3.03576,688,10.0,2.0,8.0,0.0,7.0,2.0,5.0,0.0,7.0,3.0,4.0,0.0,1.910885,1.910885,0.0,0.0,0.0,62.0,7.0,12.0,23.0,19.0,4.0,3.0,1.0,0.0,0.0,36.7890625,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,9.0,8.0,6.0,1
17.5266,1161,16.0,4.0,10.0,2.0,8.0,2.0,6.0,0.0,17.0,9.0,7.0,1.0,0.0,4.431891,0.568095,0.0,0.0,16.0,5.0,2.0,1.0,2.0,2.0,2.0,3.0,4.0,0.0,67.55759429153925,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,13.0,12.0,6.0,2.0,3.0,2.0,0.0,0.0,4.0,11.0,8.0,1.0,0
16.8293,1168,12.0,4.0,6.0,2.0,2.0,0.0,2.0,0.0,6.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,7.0,11.0,22.0,16.0,33.0,34.0,3.0,1.0,0.0,61.00303214069133,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,20.0,9.0,6.0,4.0,2.0,1.0,0.0,0.0,5.0,9.0,7.0,3.0,0
2.73171,595,6.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,6.0,7.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,29.22685185185185,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,9.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,5.0,1.0,1.0,0
2.80468,591,2.0,0.0,2.0,0.0,3.0,0.0,3.0,0.0,3.0,1.0,2.0,0.0,0.788915,0.788915,0.0,0.0,0.0,17.0,7.0,7.0,2.0,1.0,4.0,3.0,0.0,0.0,0.0,30.49297573435505,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,5.0,1.0,1.0,0
7.23889,848,6.0,1.0,4.0,1.0,4.0,0.0,4.0,0.0,9.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,12.0,15.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,40.97743755036261,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,12.0,5.0,0.0,0.0,2.0,1.0,0.0,0.0,6.0,10.0,3.0,1.0,0
4.43352,577,5.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.3312101910828,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,4.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
11.766,1142,9.0,2.0,7.0,0.0,5.0,0.0,5.0,0.0,20.0,9.0,11.0,0.0,0.0,0.0,0.105354,0.0,1.0,156.0,16.0,76.0,71.0,8.0,0.0,0.0,0.0,1.0,0.0,41.49768637532134,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,12.0,14.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,7.0,14.0,12.0,4.0,0
